Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0277,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,safic alcan acquires laserson,No,No,False,,,2013-09-16,2013-09-16,2013,Completed,Safic-Alcan acquires Laserson,Majority Acquisition,France,Safic-Alcan SA,safic alcan,Laserson SA,laserson,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0278,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,recordati acquires 100 stake in laboratorios casen fleet,No,No,False,,,2013-09-09,2013-10-21,2013,Completed,Recordati acquires 100% stake in Laboratorios Casen Fleet,100% Acquisition,Spain,Recordati S.p.A.,recordati s p a,Laboratorios Casen Fleet S.L.,laboratorios casen fleet s l,123.0,,Not collected,Not collected,Yes,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0279,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,merz pharma acquires neocutis,No,No,False,,,2013-07-31,2013-07-31,2013,Completed,Merz Pharma acquires Neocutis,Majority Acquisition,Switzerland,Merz Pharma GmbH & Co. KGaA,merz pharma kgaa,Neocutis S.A.,neocutis s a,,EUR,Partial,Partial event window — 6/7 years covered,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,False,True
CTL-0280,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,perrigo company acquires elan,No,No,False,,,2013-07-29,2013-12-18,2013,Completed,Perrigo Company acquires Elan,Majority Acquisition,Ireland,Perrigo Company plc,perrigo,"Elan Corporation, plc",elan,8600.0,,Not collected,Not collected,Yes,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0281,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ipsen acquires syntaxin,No,No,False,,,2013-07-15,2013-07-15,2013,Completed,Ipsen acquires Syntaxin,Majority Acquisition,United Kingdom,Ipsen S.A.,ipsen s a,"Syntaxin, Ltd.",syntaxin,207.0,EUR,Complete,Partial event window — 6/7 years covered,No,6,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,True
CTL-0282,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,fuhrer family acquires fresenius biotech,No,No,False,,,2013-06-28,2013-06-28,2013,Completed,Fuhrer Family acquires Fresenius Biotech,Majority Acquisition,Germany,Fuhrer Family,fuhrer family,Neovii Biotech GmbH,neovii biotech,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0283,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,the medicines company acquires 100 stake in profibrix,No,No,False,,,2013-06-04,2013-08-05,2013,Completed,The Medicines Company acquires 100% stake in ProFibrix,100% Acquisition,The Netherlands,The Medicines Co,medicines,ProFibrix BV,profibrix,140.0,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0284,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,glaxosmithkline acquires okairos,Yes,No,True,Dropped as cross-file duplicate of TRT-0038.,,2013-05-29,2013-05-29,2013,Completed,GlaxoSmithKline acquires Okairos,Majority Acquisition,Italy,GSK plc.,gsk,ReiThera Srl,reithera,325.0,EUR,Complete,Partial event window — 6/7 years covered,Yes,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,False
CTL-0285,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmstandard acquires additional 41 93 stake in pjsc pharmstandard biolek biolek,No,No,False,,,2013-05-28,2013-05-28,2013,Completed,Pharmstandard acquires additional 41.93% stake in PJSC Pharmstandard-Biolek (Biolek),Minority Acquisition,Ukraine,Pharmstandard,pharmstandard,Biolik JSC,biolik jsc,,,Not collected,Not collected,No,1,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,False
CTL-0286,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,opko health acquires 10 stake in pharmsynthez,No,No,False,,,2013-04-18,2013-04-18,2013,Completed,OPKO Health acquires 10% stake in Pharmsynthez,Minority Acquisition,Russia,OPKO Health Inc,opko health,Pharmsynthez,pharmsynthez,10.0,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0287,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,mercury pharma and amdipharm merge,No,No,False,,,2013-03-15,2013-03-15,2013,Completed,Mercury Pharma and Amdipharm Merge,,United Kingdom,Amdipharm Mercury Company Limited,amdipharm mercury,Mercury Pharma Group Ltd; Amdipharm Ltd,mercury pharma amdipharm,,,Not collected,Not collected,Yes,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0288,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,shire acquires premacure,No,No,True,Dropped as cross-file duplicate of TRT-0045.,,2013-03-12,2013-03-12,2013,Completed,Shire acquires Premacure,Majority Acquisition,Sweden,Shire plc (Inactive),shire,Premacure AB,premacure ab,,EUR,Complete,Partial event window — 6/7 years covered,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,False
CTL-0289,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,care uk acquires uk specialist hospitals,No,No,False,,,2013-02-21,2013-02-21,2013,Completed,Care UK acquires UK Specialist Hospitals,Majority Acquisition,United Kingdom,Care UK Ltd,care uk,Care Uk (UKSH) Ltd,care uk uksh,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0290,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,eurofins scientific acquires aros applied biotechnology,Yes,No,False,,,2013-02-21,2013-02-21,2013,Completed,Eurofins Scientific acquires AROS Applied Biotechnology,Majority Acquisition,Denmark,Eurofins Scientific SE,eurofins scientific,AROS Applied Biotechnology AS,aros applied biotechnology,,,Not collected,Not collected,Yes,4,3,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0291,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,isotechnika pharma merges with aurinia pharmaceuticals,No,No,False,,,2013-02-05,2013-09-23,2013,Completed,Isotechnika Pharma merges with Aurinia Pharmaceuticals,,"Canada , Switzerland",,,"Isotechnika Pharma, Inc.; Aurinia Pharmaceuticals, Inc.",isotechnika pharma aurinia pharmaceuticals,,,Not collected,Not collected,Yes,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0292,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,advanced accelerator applications acquires catalana de dispensacion,No,No,False,,,2013-01-29,2013-01-29,2013,Completed,Advanced Accelerator Applications Acquires Catalana De Dispensacion,100% Acquisition,Spain,Advanced Accelerator Applications SA,advanced accelerator applications,Catalana De Dispensacion S.A.,catalana de dispensacion s a,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0293,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,alvogen acquires labormed pharma,Yes,No,False,,,2013-01-15,2012-12-31,2012,Completed,Alvogen acquires LaborMed Pharma,Majority Acquisition,Romania,Alvogen Inc,alvogen,LaborMed Pharma SA,labormed pharma,,,Not collected,Not collected,Yes,1,5,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0294,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,alcavis hdc merges with angelini pharmaceuticals,No,No,False,,,2013-01-01,2013-01-01,2013,Completed,Alcavis HDC merges with Angelini Pharmaceuticals,,"Italy , United States",,,Angelini Pharma SpA; Alcavis HDC LLC,angelini pharma alcavis hdc,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0295,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hospiten gestion acquires additional 39 98 stake in m d anderson international espana from cartera industrial rea,No,No,False,,,2012-12-26,2012-12-26,2012,Completed,HOSPITEN Gestion acquires additional 39.98% stake in M.D. Anderson International Espana from Cartera Industrial Rea,Minority Acquisition,Spain,Hospiten Gestion,hospiten gestion,MD Anderson International Espana SA,md anderson international espana,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0296,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,basf acquires 98 19 stake in pronova biopharma,No,No,False,,,2012-11-21,2013-01-31,2013,Completed,BASF acquires 98.19% stake in Pronova BioPharma,Majority Acquisition,Norway,BASF AS,basf,Pronova Biopharma Norway As (Inactive),pronova biopharma norway,903.0,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0297,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,illumina acquires bluegnome,No,No,False,,,2012-09-19,2012-09-19,2012,Completed,Illumina acquires BlueGnome,100% Acquisition,United Kingdom,"Illumina, Inc.",illumina,BlueGnome Ltd,bluegnome,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0298,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,recordati acquires farma projekt,No,No,False,,,2012-08-02,2012-08-02,2012,Completed,Recordati acquires Farma-Projekt,100% Acquisition,Poland,Recordati S.p.A.,recordati s p a,FarmaProjekt Sp. z o.o,farmaprojekt sp z o o,21.0,EUR,Complete,No event-window coverage in the observed priority-year range,Yes,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,False,True,True
CTL-0299,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,enara acquires angels care services,Yes,No,False,,,2012-07-20,2012-07-20,2012,Completed,Enara acquires Angels Care Services,Majority Acquisition,United Kingdom,Enara Limited,enara,Angel Care Services UK Ltd,angel care services uk,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0300,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cfao s eurapharma division acquires 75 stake in missionpharma,No,No,False,,,2012-07-18,2012-07-18,2012,Completed,CFAO's Eurapharma division acquires 75% stake in Missionpharma,Majority Acquisition,Denmark,CFAO SA,cfao,Missionpharma AS,missionpharma,,,Not collected,Not collected,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0301,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,dermapharm acquires 85 stake in axicorp,No,No,False,,,2012-06-21,2012-06-21,2012,Completed,Dermapharm acquires 85% stake in axicorp,Majority Acquisition,Germany,Dermapharm AG,dermapharm,axicorp GmbH,axicorp,,,Not collected,Not collected,Yes,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0302,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,upsher smith laboratories acquires proximagen,No,No,False,,,2012-06-13,2012-08-14,2012,Completed,Upsher-Smith Laboratories acquires Proximagen,100% Acquisition,United Kingdom,Upsher-Smith Laboratories LLC,upsher smith laboratories,Proximagen Group Ltd (Inactive),proximagen,554.0,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0303,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,carefusion acquires u k medical,No,No,False,,,2012-06-07,2012-06-07,2012,Completed,CareFusion acquires U.K. Medical,Majority Acquisition,United Kingdom,CareFusion Corp,carefusion,It’s Interventional Ltd,its interventional,,,Not collected,Not collected,No,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
